group	dataset	id	replica 105
DEUTERON	NMC_NC_NOTFIXED_EM-F2	45	0.9936673048954148
DEUTERON	NMC_NC_NOTFIXED_EM-F2	46	1.0155877848030894
DEUTERON	NMC_NC_NOTFIXED_EM-F2	58	0.9674506669198274
DEUTERON	NMC_NC_NOTFIXED_EM-F2	59	0.994845131009612
DEUTERON	NMC_NC_NOTFIXED_EM-F2	60	0.991485081394252
DEUTERON	NMC_NC_NOTFIXED_EM-F2	72	0.9862806599164226
DEUTERON	NMC_NC_NOTFIXED_EM-F2	73	0.9486788475110629
DEUTERON	NMC_NC_NOTFIXED_EM-F2	74	0.9844555250705809
DEUTERON	NMC_NC_NOTFIXED_EM-F2	75	0.9888160193993092
DEUTERON	NMC_NC_NOTFIXED_EM-F2	86	0.9493020697015838
DEUTERON	NMC_NC_NOTFIXED_EM-F2	87	0.9657850584117419
DEUTERON	NMC_NC_NOTFIXED_EM-F2	88	0.9636233986722865
DEUTERON	NMC_NC_NOTFIXED_EM-F2	89	0.9262225121703229
DEUTERON	NMC_NC_NOTFIXED_EM-F2	90	0.9555018766075731
DEUTERON	NMC_NC_NOTFIXED_EM-F2	91	0.9360647874608612
DEUTERON	NMC_NC_NOTFIXED_EM-F2	101	0.9637781889469558
DEUTERON	NMC_NC_NOTFIXED_EM-F2	102	0.9558168588665423
DEUTERON	NMC_NC_NOTFIXED_EM-F2	103	0.9560820719044987
DEUTERON	NMC_NC_NOTFIXED_EM-F2	104	0.9384224977206395
DEUTERON	NMC_NC_NOTFIXED_EM-F2	105	0.9445366871943414
DEUTERON	NMC_NC_NOTFIXED_EM-F2	106	0.9588940176541388
DEUTERON	NMC_NC_NOTFIXED_EM-F2	107	0.934346770638385
DEUTERON	NMC_NC_NOTFIXED_EM-F2	116	0.9369847218331125
DEUTERON	NMC_NC_NOTFIXED_EM-F2	117	0.9504782229762994
DEUTERON	NMC_NC_NOTFIXED_EM-F2	118	0.9390394269654612
DEUTERON	NMC_NC_NOTFIXED_EM-F2	119	0.9261989451653976
DEUTERON	NMC_NC_NOTFIXED_EM-F2	120	0.9220387216315522
DEUTERON	NMC_NC_NOTFIXED_EM-F2	121	0.9352824857454992
DEUTERON	NMC_NC_NOTFIXED_EM-F2	122	0.9282348131659348
DEUTERON	NMC_NC_NOTFIXED_EM-F2	123	0.9542987759977947
DEUTERON	NMC_NC_NOTFIXED_EM-F2	131	0.9539796777098963
DEUTERON	NMC_NC_NOTFIXED_EM-F2	132	0.9358092598375677
DEUTERON	NMC_NC_NOTFIXED_EM-F2	133	0.9172020434033301
DEUTERON	NMC_NC_NOTFIXED_EM-F2	134	0.915673028749488
DEUTERON	NMC_NC_NOTFIXED_EM-F2	135	0.9154530478367152
