group	dataset	id	replica 93
DEUTERON	NMC_NC_NOTFIXED_EM-F2	72	0.9543328556664774
DEUTERON	NMC_NC_NOTFIXED_EM-F2	73	0.9371279125198367
DEUTERON	NMC_NC_NOTFIXED_EM-F2	74	0.9566232638362122
DEUTERON	NMC_NC_NOTFIXED_EM-F2	75	0.9568606602455508
DEUTERON	NMC_NC_NOTFIXED_EM-F2	88	0.9738948361745903
DEUTERON	NMC_NC_NOTFIXED_EM-F2	89	0.9424822051279861
DEUTERON	NMC_NC_NOTFIXED_EM-F2	91	0.9201739877210608
DEUTERON	NMC_NC_NOTFIXED_EM-F2	101	0.9491880170695357
DEUTERON	NMC_NC_NOTFIXED_EM-F2	102	0.9312836895405416
DEUTERON	NMC_NC_NOTFIXED_EM-F2	103	0.9624902598635288
DEUTERON	NMC_NC_NOTFIXED_EM-F2	106	0.951747356676462
DEUTERON	NMC_NC_NOTFIXED_EM-F2	107	0.9558404713083013
DEUTERON	NMC_NC_NOTFIXED_EM-F2	116	0.9296555865662887
DEUTERON	NMC_NC_NOTFIXED_EM-F2	117	0.9562494997570086
DEUTERON	NMC_NC_NOTFIXED_EM-F2	119	0.9204853011017058
DEUTERON	NMC_NC_NOTFIXED_EM-F2	120	0.9450044447962688
DEUTERON	NMC_NC_NOTFIXED_EM-F2	121	0.9442659890219094
DEUTERON	NMC_NC_NOTFIXED_EM-F2	122	0.9088632886148946
DEUTERON	NMC_NC_NOTFIXED_EM-F2	123	0.9539340207147542
DEUTERON	NMC_NC_NOTFIXED_EM-F2	132	0.9395864415436066
DEUTERON	NMC_NC_NOTFIXED_EM-F2	136	0.9335102078539498
DEUTERON	NMC_NC_NOTFIXED_EM-F2	137	0.9376236421573235
DEUTERON	NMC_NC_NOTFIXED_EM-F2	138	0.9293276157400161
DEUTERON	NMC_NC_NOTFIXED_EM-F2	146	0.8983169919471378
DEUTERON	NMC_NC_NOTFIXED_EM-F2	147	0.9377753212641633
DEUTERON	NMC_NC_NOTFIXED_EM-F2	148	0.9097815162282424
DEUTERON	NMC_NC_NOTFIXED_EM-F2	149	0.8893318901124574
DEUTERON	NMC_NC_NOTFIXED_EM-F2	150	0.9110175585618986
DEUTERON	NMC_NC_NOTFIXED_EM-F2	152	0.8951546454902962
DEUTERON	NMC_NC_NOTFIXED_EM-F2	153	0.9281868152896032
DEUTERON	NMC_NC_NOTFIXED_EM-F2	154	0.8962897587693587
DEUTERON	NMC_NC_NOTFIXED_EM-F2	155	0.9265438073610435
DEUTERON	NMC_NC_NOTFIXED_EM-F2	161	0.9106071550019784
DEUTERON	NMC_NC_NOTFIXED_EM-F2	162	0.9147329365579986
DEUTERON	NMC_NC_NOTFIXED_EM-F2	163	0.8970216989663922
DEUTERON	NMC_NC_NOTFIXED_EM-F2	164	0.893429838646605
DEUTERON	NMC_NC_NOTFIXED_EM-F2	165	0.8797360620179185
DEUTERON	NMC_NC_NOTFIXED_EM-F2	166	0.9009657495331457
DEUTERON	NMC_NC_NOTFIXED_EM-F2	167	0.8966259213491783
DEUTERON	NMC_NC_NOTFIXED_EM-F2	168	0.9064188781964314
DEUTERON	NMC_NC_NOTFIXED_EM-F2	169	0.8989034354940305
